Language,Comment,SourceCode,Issue Type,Code Fix
Java,json to xml conversion,"	public Map<String, List<ConversionMethod>> conversionsLoad(){
		Map<String, List<ConversionMethod>> map = new HashMap<String, List<ConversionMethod>>();
		
		try{	// if xml mapping file isn't empty
				if(!isEmpty(xmlJmapper.classes))
					for (XmlClass xmlClass : xmlJmapper.classes) {
					   List<ConversionMethod> conversions = new ArrayList<ConversionMethod>();
					   if(!isEmpty(xmlClass.conversions))
						 for (XmlConversion xmlConversion : xmlClass.conversions)
							 try{	 conversions.add(Converter.toConversionMethod(xmlConversion));
							 }catch (XmlConversionNameException e) {
								 Error.xmlConversionNameUndefined(this.xmlPath,xmlClass.name);
							 }catch (XmlConversionTypeException e) {
								 Error.xmlConversionTypeIncorrect(xmlConversion.name,this.xmlPath,xmlClass.name,xmlConversion.type);
							 }catch (XmlConversionParameterException e) {
								 Error.improperUseOfTheParameter(xmlConversion.name,this.xmlPath,xmlClass.name);
							 }
					   // enrich map only if for this class there are conversions
					   if(!conversions.isEmpty())
						   map.put(xmlClass.name, conversions);
					}
		}catch (Exception e) {JmapperLog.error(e);}
		return map;
	}",Código em Conformidade,"```java
public Map<String, List<ConversionMethod>> conversionsLoad() throws Exception {
    Map<String, List<ConversionMethod>> map = new HashMap<String, List<ConversionMethod>>();

    try {
        if(!isEmpty(xmlJmapper.classes))
            for (XmlClass xmlClass : xmlJmapper.classes) {
                List<ConversionMethod> conversions = new ArrayList<ConversionMethod>();
                if(!isEmpty(xmlClass.conversions))
                    for (XmlConversion xmlConversion : xmlClass.conversions) {
                        try {
                            conversions.add(Converter.toConversionMethod(xmlConversion));
                        } catch (XmlConversionNameException e) {
                            Error.xmlConversionNameUndefined(this.xmlPath,xmlClass.name);
                            throw e;
                        } catch (XmlConversionTypeException e) {
                            Error.xmlConversionTypeIncorrect(xmlConversion.name,this.xmlPath,xmlClass.name,xmlConversion.type);
                            throw e;
                        } catch (XmlConversionParameterException e) {
                            Error.improperUseOfTheParameter(xmlConversion.name,this.xmlPath,xmlClass.name);
                            throw e;
                        }
                    }
                if(!conversions.isEmpty())
                    map.put(xmlClass.name, conversions);
            }
    } catch (Exception e) {
        JmapperLog.error(e);
        throw e;
    }
    return map;
}
```"
Java,sending binary data over a serial connection,"    @Override
    public ChannelFuture goAway(ChannelHandlerContext ctx, int lastStreamId, long errorCode, ByteBuf debugData,
                                ChannelPromise promise) {
        if (!ctx.channel().isActive()) {
            // There's no point of sending a GOAWAY frame because the connection is over already.
            promise.unvoid().trySuccess();
            debugData.release();
            return promise;
        }

        return super.goAway(ctx, lastStreamId, errorCode, debugData, promise);
    }",Bug Crítico,"```java
@Override
public ChannelFuture goAway(ChannelHandlerContext ctx, int lastStreamId, long errorCode, ByteBuf debugData,
                            ChannelPromise promise) {
    try {
        if (!ctx.channel().isActive()) {
            promise.unvoid().trySuccess();
            debugData.release();
            return promise;
        }
        return super.goAway(ctx, lastStreamId, errorCode, debugData, promise);
    } catch (Exception e) {
        e.printStackTrace();
        return null;
    }
}
```"
Java,reading element from html - <td>,"    private String getHtmlForPDFConversion() throws IOException {
        StringBuilder oldContent = new StringBuilder();

        FileReader fr = new FileReader(file);
        try (BufferedReader reader = new BufferedReader(fr)) {
            String line;
            while ((line = reader.readLine()) != null) {
                oldContent.append(line);
                oldContent.append(""\r\n"");
            }
        }

        // replace all non convertible elements with empty text or modify for conversion
        String str = oldContent.toString()
                .replaceAll(""<script type='text/javascript'>(?s).*</script>"", """")
                .replaceAll(""<tr>\\s*<th>View Results</th>(?s).*?</tr>"", """")
                .replaceAll(""&nbsp;"", "" "");

        String imagePattern = ""(<img(?s).*? src='(.*?)'(?s).*?)</img>"";
        Pattern r = Pattern.compile(imagePattern);
        Matcher m = r.matcher(str);
        int imageCount = 0;
        while (m.find()) {
            str = str.replaceFirst(""<a href='javascript:void\\(0\\)'(?s).*?(<img(?s).*? src='(.*?)'(?s).*?)"" +
                            "" style(?s).*?</img>"",
                    ""<a href=\""#image-"" + imageCount + ""\"">View Screenshot</a>"");
            str = str.replaceFirst(""</body>"", ""<p style='page-break-before: always' id='image-"" + imageCount++ + ""'></p"" +
                    "">"" +
                    m.group().replaceAll(""width='300px' style(?s).*?'>"", ""height='600px' width='1000px'>"") + ""</body>"");
        }
        return str;
    }",Bug Crítico,"```java
private String getHtmlForPDFConversion() throws IOException {
    StringBuilder oldContent = new StringBuilder();

    FileReader fr = new FileReader(file);
    try (BufferedReader reader = new BufferedReader(fr)) {
        String line;
        while ((line = reader.readLine()) != null) {
            oldContent.append(line);
            oldContent.append(System.lineSeparator());
        }
    }

    String str = oldContent.toString()
            .replaceAll(""<script type='text/javascript'>(?s).*?</script>"", """")
            .replaceAll(""<tr>\\s*<th>View Results</th>(?s).*?</tr>"", """")
            .replaceAll(""&nbsp;"", "" "");

    String imagePattern = ""<img(?s).*? src='(.*?)'(?s).*?</img>"";
    Pattern r = Pattern.compile(imagePattern);
    Matcher m = r.matcher(str);
    int imageCount = 0;
    while (m.find()) {
        str = str.replaceFirst(""<a href='javascript:void\\(0\\)'(?s).*?(<img(?s).*? src='(.*?)'(?s).*?)"" +
                        "" style(?s).*?</img>"",
                ""<a href=\""#image-"" + imageCount + ""\"">View Screenshot</a>"");
        str = str.replaceFirst(""</body>"", ""<p style='page-break-before: always' id='image-"" + imageCount++ + ""'></p"" +
                "">"" +
                m.group(1).replaceAll(""width='300px' style(?s).*?'>"", ""height='600px' width='1000px'>"") + ""</body>"");
    }
    return str;
}
```"
Java,all permutations of a list,"    public List<Permutation> all() {
        final List<Permutation> permutations = new ArrayList<Permutation>();
        Backtracker counter = new Backtracker() {

            @Override
            public void applyTo(Permutation p) {
                permutations.add(p);
            }

            @Override
            public boolean isFinished() {
                return false;
            }
        };
        this.apply(counter);
        return permutations;
    }",Código em Conformidade,"```java
import java.util.ArrayList;
import java.util.List;

public class Permutations {
    public List<List<Integer>> permute(int[] nums) {
        List<List<Integer>> list = new ArrayList<>();
        backtrack(list, new ArrayList<>(), nums);
        return list;
    }

    private void backtrack(List<List<Integer>> list, List<Integer> tempList, int[] nums) {
        if (tempList.size() == nums.length) {
            list.add(new ArrayList<>(tempList));
        } else {
            for (int i = 0; i < nums.length; i++) { 
                if (tempList.contains(nums[i])) continue; 
                tempList.add(nums[i]);
                backtrack(list, tempList, nums);
                tempList.remove(tempList.size() - 1);
            }
        }
    }
}
```"
Java,map to json,"    private Map<String, Object> toMap(JSONObject o) {
        Map<String, Object> map = new LinkedHashMap<>();
        // https://github.com/jwtk/jjwt/issues/380: use .keys() and *not* .keySet() for Android compatibility:
        Iterator<String> iterator = o.keys();
        while (iterator.hasNext()) {
            String key = iterator.next();
            Object value = o.get(key);
            value = convertIfNecessary(value);
            map.put(key, value);
        }
        return map;
    }",Código em Conformidade,"private Map<String, Object> toMap(JSONObject o) {
    Map<String, Object> map = new LinkedHashMap<>();
    Iterator<String> iterator = o.keys();
    while (iterator.hasNext()) {
        String key = iterator.next();
        Object value = o.get(key);
        value = convertIfNecessary(value);
        map.put(key, value);
    }
    return map;
}"
Java,get executable path,"    protected String getJavaExecutablePath() {
        String executableName = isWindows() ? ""bin/java.exe"" : ""bin/java"";
        return PROPERTIES.getJavaHome().resolve(executableName).toAbsolutePath().toString();
    }",Vulnerabilidade (Injeção de Comandos - OWASP),"```java
protected String getJavaExecutablePath() throws IOException {
    String executableName = isWindows() ? ""bin/java.exe"" : ""bin/java"";
    Path javaHomePath = PROPERTIES.getJavaHome();
    if (javaHomePath == null) {
        throw new IOException(""Java home not set in properties"");
    }
    Path executablePath = javaHomePath.resolve(executableName);
    if (!Files.exists(executablePath)) {
        throw new IOException(""Executable does not exist: "" + executablePath);
    }
    return executablePath.toAbsolutePath().toString();
}
```"
Java,copy to clipboard,"	private void handleContextMenu(JTree tree, int x, int y) {
		TreePath path = tree.getPathForLocation(x, y);
		tree.setSelectionPath(path);
		DefaultMutableTreeNode node = (DefaultMutableTreeNode) tree.getLastSelectedPathComponent();

		if (node == null)
			return;
		if (!node.isLeaf()) {
			tree.setSelectionPath(null);
			return;
		}
		final AppInfo info = (AppInfo) node.getUserObject();

		JMenuItem copyname = new JMenuItem(""Copy Name"");
		copyname.addActionListener(e -> {
			Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
			clipboard.setContents(new StringSelection(info.app.getSimpleName()), null);
		});

		JMenuItem copypath = new JMenuItem(""Copy Path"");
		copypath.addActionListener(e -> {
			String path1 = UtilIO.getSourcePath(info.app.getPackage().getName(), info.app.getSimpleName());
			Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
			clipboard.setContents(new StringSelection(path1), null);
		});

		JMenuItem github = new JMenuItem(""Go to Github"");
		github.addActionListener(e -> openInGitHub(info));

		JPopupMenu submenu = new JPopupMenu();
		submenu.add(copyname);
		submenu.add(copypath);
		submenu.add(github);
		submenu.show(tree, x, y);
	}",Código em Conformidade,
Java,sorting multiple arrays based on another arrays sorted order,"	private void loadSortKeys() {
		// cache sort key so we won't reload it each time
		if(sortKeys != null) return;
		if(orders == null || orders.length == 0) return;
		sortKeys = new ArrayList<List<BSTR>>(orders.length);
		for(SortOrder order: orders) {
			Set<BSTR> sortValues = new HashSet<BSTR>();
			loadSortKey(order.items, 0, sortValues);
			List<BSTR> sortArray = new ArrayList<BSTR>(sortValues);
			Collections.sort(sortArray);
			sortKeys.add(sortArray);
		}
	}",Código em Conformidade,"```java
private void loadSortKeys() {
    if(sortKeys != null) return;
    if(orders == null || orders.length == 0) return;
    sortKeys = new ArrayList<List<BSTR>>(orders.length);
    for(SortOrder order: orders) {
        List<BSTR> sortValues = new ArrayList<BSTR>();
        loadSortKey(order.items, 0, sortValues);
        sortValues.sort(Comparator.naturalOrder());
        sortKeys.add(sortValues);
    }
}
```"
Java,convert a date string into yyyymmdd,"    public static String stringToString(String dateString, String desfmt) {
        // ISO_DATE_FORMAT = ""yyyyMMdd"";
        if (dateString.trim().length() == 8) {
            return stringToString(dateString, ISO_DATE_FORMAT, desfmt);
        } else if (dateString.trim().length() == 10) {
            // ISO_EXPANDED_DATE_FORMAT = ""yyyy-MM-dd"";
            return stringToString(dateString, ISO_EXPANDED_DATE_FORMAT, desfmt);
        } else if (dateString.trim().length() == 19) {
            // DATETIME_PATTERN = ""yyyy-MM-dd hh:mm:ss"";
            return stringToString(dateString.substring(0, 10),
                    ISO_EXPANDED_DATE_FORMAT, desfmt);
        } else if (dateString.trim().length() == 11) {
            // CHINESE_EXPANDED_DATE_FORMAT = ""yyyy年MM月dd日"";
            return stringToString(dateString, CHINESE_EXPANDED_DATE_FORMAT,
                    desfmt);
        }
        return null;
    }",Código em Conformidade,"```java
import java.text.ParseException;
import java.text.SimpleDateFormat;
import java.util.Date;

public class Main {
    public static String convertDateString(String dateString, String desfmt) {
        String ISO_DATE_FORMAT = ""yyyyMMdd"";
        String ISO_EXPANDED_DATE_FORMAT = ""yyyy-MM-dd"";
        String DATETIME_PATTERN = ""yyyy-MM-dd hh:mm:ss"";
        String CHINESE_EXPANDED_DATE_FORMAT = ""yyyy年MM月dd日"";

        String srcfmt = """";

        if (dateString.trim().length() == 8) {
            srcfmt = ISO_DATE_FORMAT;
        } else if (dateString.trim().length() == 10) {
            srcfmt = ISO_EXPANDED_DATE_FORMAT;
        } else if (dateString.trim().length() == 19) {
            srcfmt = DATETIME_PATTERN;
            dateString = dateString.substring(0, 10);
        } else if (dateString.trim().length() == 11) {
            srcfmt = CHINESE_EXPANDED_DATE_FORMAT;
        } else {
            return null;
        }

        return stringToString(dateString, srcfmt, desfmt);
    }

    public static String stringToString(String dateString, String srcfmt, String desfmt) {
        SimpleDateFormat srcFormat = new SimpleDateFormat(srcfmt);
        SimpleDateFormat desFormat = new SimpleDateFormat(desfmt);

        Date date = null;
        try {
            date = srcFormat.parse(dateString);
        } catch (ParseException e) {
            e.printStackTrace();
        }

        if (date != null)
            return desFormat.format(date);
        else
            return null;
    }
}
```"
Java,string to date,"    public static String dateToStr(Date dateDate) {
        String dateString = FORMATTER_SHORT.format(dateDate);
        return dateString;
    }",Código em Conformidade,"```java
public static Date strToDate(String dateString) {
    Date date = null;
    try {
        date = FORMATTER_SHORT.parse(dateString);
    } catch (ParseException e) {
        e.printStackTrace();
    }
    return date;
}
```"
Java,parse command line argument,"    private void parseCommandLineArgs(String[] args) throws ConfigurationException {
        if (args == null || args.length == 0) {
            return;
        }
        logger.info(""Parsing command line arguments"");
        m_commandLineArgs = args;
        
        try {
            for (int inx = 0; inx < args.length; inx++) {
                String arg = args[inx];
                if (arg.equals(""-?"") || arg.equalsIgnoreCase(""-h"") || arg.equalsIgnoreCase(""-help"")) {
                    System.out.println(""See documentation and doradus.yaml for help."");
                    System.exit(0);
                }
                Utils.require(arg.charAt(0) == '-', ""Unrecognized argument: %s"", arg);
                Utils.require(inx + 1 < args.length, ""A value is expected after: %s"", arg);
                String name = arg.substring(1);
                String value = args[++inx];
                setCommandLineParam(name, value);
            }
        } catch (Exception e) {
            logger.error(""Failed to parse command line arguments"", e);
            throw new ConfigurationException(""Failed to parse command line arguments"", e);
        }
    }",Código com Débito Técnico,"```java
private void parseCommandLineArgs(String[] args) throws ConfigurationException {
    if (args == null || args.length == 0) {
        return;
    }
    logger.info(""Parsing command line arguments"");
    m_commandLineArgs = args;

    try {
        for (int i = 0; i < args.length; i++) {
            String arg = args[i];
            if (arg.equals(""-?"") || arg.equalsIgnoreCase(""-h"") || arg.equalsIgnoreCase(""-help"")) {
                System.out.println(""See documentation and doradus.yaml for help."");
                return;
            }
            Utils.require(arg.startsWith(""-""), ""Unrecognized argument: %s"", arg);
            if (i + 1 >= args.length) {
                throw new ConfigurationException(""A value is expected after: "" + arg);
            }
            String name = arg.substring(1);
            String value = args[++i];
            setCommandLineParam(name, value);
        }
    } catch (Exception e) {
        logger.error(""Failed to parse command line arguments"", e);
        throw new ConfigurationException(""Failed to parse command line arguments"", e);
    }
}
```"
Java,get inner html,"    private String getHtmlExample() {
        final StringBuilder html = new StringBuilder();
        html.append(""<!DOCTYPE html>\n"");
        html.append(""<html xmlns=\""http://www.w3.org/1999/xhtml\""\n"");
        html.append(""      xmlns:h=\""http://xmlns.jcp.org/jsf/html\""\n"");
        html.append(""      xmlns:b=\""http://butterfaces.org/components\"">\n"");
        html.append(""<h:head />\n"");
        html.append(""<body>\n"");
        html.append(""   <form>\n"");
        html.append(""      Hello World!\n"");
        html.append(""   </form>\n"");
        html.append(""</body>\n"");
        html.append(""</html>"");

        return html.toString();
    }",Código em Conformidade,"```java
private String getHtmlExample() {
    final StringBuilder html = new StringBuilder();
    html.append(""<!DOCTYPE html>\n"");
    html.append(""<html xmlns=\""http://www.w3.org/1999/xhtml\""\n"");
    html.append(""      xmlns:h=\""http://xmlns.jcp.org/jsf/html\""\n"");
    html.append(""      xmlns:b=\""http://butterfaces.org/components\"">\n"");
    html.append(""<h:head>\n"");
    html.append(""<title>Exemplo</title>\n"");
    html.append(""</h:head>\n"");
    html.append(""<body>\n"");
    html.append(""   <form>\n"");
    html.append(""      Hello World!\n"");
    html.append(""   </form>\n"");
    html.append(""</body>\n"");
    html.append(""</html>"");

    return html.toString();
}
```"
Java,scatter plot,"	public void scatterPlot(Matrix matrix, String... format) throws Exception {
		matrix.exportTo().file(matrixFile).asDenseCSV();
		execute(getPlotCommand(matrix, false, false));
	}",Vulnerabilidade (Injeção de Comandos - OWASP),"```java
public void scatterPlot(Matrix matrix, String... format) throws Exception {
	matrix.exportTo().file(matrixFile).asDenseCSV();
	
	for (String f : format) {
		if (!isValidFormat(f)) {
			throw new IllegalArgumentException(""Formato de scatter plot inválido: "" + f);
		}
	}
	
	execute(getPlotCommand(matrix, false, false));
}

private boolean isValidFormat(String format) {
	String[] validFormats = {""format1"", ""format2"", ""format3""}; 
	
	for (String validFormat : validFormats) {
		if (validFormat.equals(format)) {
			return true;
		}
	}
	
	return false;
}
```"
Java,replace in file,,Código em Conformidade,
Java,group by count,"    public List<WorkflowStatusCount> findWorklowStatusCount(){
        String select = ""SELECT workflow_name, status, count(1) as count "";
        String where = "" WHERE cluster_name = :clusterName "";
        String group = "" GROUP BY workflow_name, status "";
        String sql = """"
                + select + ""FROM "" + getTableName( true ) + where + group
                + ""UNION ALL ""
                + select + ""FROM "" + getTableName( false ) + where + group;
        AdvancedParameterSource source = new AdvancedParameterSource()
                .addValue( ""clusterName"", config.getClusterName() );
        return getNamedParameterJdbcTemplate().query( sql, source, WorkflowStatusCountRowMapper.INSTANCE );
    }",Código em Conformidade,"```java
public List<WorkflowStatusCount> findWorkflowStatusCount(){
    String tableName1 = getTableName(true);
    String tableName2 = getTableName(false);
    String clusterName = config.getClusterName();
    String sql = createSqlStatement(tableName1, clusterName).concat("" UNION ALL "").concat(createSqlStatement(tableName2, clusterName));
    AdvancedParameterSource source = new AdvancedParameterSource().addValue(""clusterName"", clusterName);
    return getNamedParameterJdbcTemplate().query(sql, source, WorkflowStatusCountRowMapper.INSTANCE);
}

private String createSqlStatement(String tableName, String clusterName) {
    return new StringBuilder()
            .append(""SELECT workflow_name, status, count(1) as count "")
            .append(""FROM "")
            .append(tableName)
            .append("" WHERE cluster_name = :clusterName "")
            .append("" GROUP BY workflow_name, status"")
            .toString();
}
```"
Java,get name of enumerated value,"    public static String getEnumName(Enum[] e, int value) {
        if (e != null) {
            int toCompareValue;
            for (Enum en : e) {
                if (en instanceof EnumReadable) {
                    toCompareValue = ((EnumReadable) en).value();
                } else {
                    toCompareValue = en.ordinal();
                }
                if (value == toCompareValue) {
                    return en.name();
                }
            }
        }
        return """";
    }",Código em Conformidade,"```java
public interface EnumReadable {
    int value();
}

public static String getEnumName(EnumReadable[] e, int value) {
    if (e != null) {
        for (EnumReadable en : e) {
            if (en.value() == value) {
                if (en instanceof Enum) {
                    return ((Enum) en).name();
                }
            }
        }
    }
    return """";
}

public class EnumUtils {
    private static final Map<Integer, EnumReadable> ENUM_MAP;

    static {
        Map<Integer, EnumReadable> map = new ConcurrentHashMap<>();
        for (EnumReadable enumReadable : EnumReadable.values()) {
            map.put(enumReadable.value(), enumReadable);
        }
        ENUM_MAP = Collections.unmodifiableMap(map);
    }

    public static EnumReadable getEnumFromValue(int value) {
        return ENUM_MAP.get(value);
    }
}
```"
Java,sort string list,"    public static void sort(List list, Sort... sorts) {
        Sort.sorts(sorts).sort(list);
    }",Código em Conformidade,"```java
import java.util.Collections;
import java.util.List;

public static void sort(List<String> list) {
    Collections.sort(list);
}
```"
Java,regex case insensitive,"    public static boolean matchRegex(String str, String regex) {
        try {
            return str.matches(regex);
        } catch (PatternSyntaxException e) {
            log.error(""regex syntax error : {}"", regex);
            return false;
        }
    }",Código em Conformidade,"```java
public static boolean matchRegex(String str, String regex) {
    try {
        Pattern pattern = Pattern.compile(regex, Pattern.CASE_INSENSITIVE);
        Matcher matcher = pattern.matcher(str);
        return matcher.matches();
    } catch (PatternSyntaxException e) {
        log.error(""regex syntax error : {}"", regex);
        return false;
    }
}
```"
Java,connect to sql,"    private Object excuteQuery(String sql, Object[] objects, DBConnect connect, DaoMethod daoMethod) throws SQLException {
        if (daoMethod.isList()) {
            if (daoMethod.isArray()) {
                return SilentGoOrm.queryArrayList(connect, sql, daoMethod.getType(), objects);
            } else {
                return SilentGoOrm.queryList(connect, sql, daoMethod.getType(), objects);
            }
        } else if (daoMethod.isArray()) {
            return SilentGoOrm.queryArray(connect, sql, daoMethod.getType(), objects);
        } else {
            return SilentGoOrm.query(connect, sql, daoMethod.getType(), objects);
        }
    }",Código em Conformidade,"```
private Object executeQuery(String sql, Object[] objects, DBConnect connect, DaoMethod daoMethod) throws SQLException {
    if (daoMethod.isList()) {
        if (daoMethod.isArray()) {
            return SilentGoOrm.queryArrayList(connect, sql, daoMethod.getType(), objects);
        }
        return SilentGoOrm.queryList(connect, sql, daoMethod.getType(), objects);
    }
    
    if (daoMethod.isArray()) {
        return SilentGoOrm.queryArray(connect, sql, daoMethod.getType(), objects);
    }
    
    return SilentGoOrm.query(connect, sql, daoMethod.getType(), objects);
}
```"
Java,convert int to string,"	static Integer toInt(String s) {
		if (s.isEmpty()) return null;
		try {
			return Integer.parseInt(s);
		} catch (NumberFormatException e) {
			logger.warn(s + "" is not an integer"", e);
		}
		return null;
	}",Código em Conformidade,"```java
    static String toString(Integer i) {
        if (i == null) return null;
        return String.valueOf(i);
    }
```"
Java,get the description of a http status code,"    protected RefProperty registerErrorModel(Swagger swagger) {
        String ref = Error.class.getSimpleName();
        if (swagger.getDefinitions() != null && swagger.getDefinitions().containsKey(ref)) {
            // model already registered
            return new RefProperty(ref);
        }

        ModelImpl model = new ModelImpl();
        swagger.addDefinition(ref, model);

        model.setDescription(""an error message"");

        model.addProperty(""statusCode"", new IntegerProperty().readOnly().description(""http status code""));
        model.addProperty(""statusMessage"", new StringProperty().readOnly().description(""description of the http status code""));
        model.addProperty(""requestMethod"", new StringProperty().readOnly().description(""http request method""));
        model.addProperty(""requestUri"", new StringProperty().readOnly().description(""http request path""));
        model.addProperty(""message"", new StringProperty().readOnly().description(""application message""));

        if (settings.isDev()) {
            // in DEV mode the stacktrace is returned in the error message
            model.addProperty(""stacktrace"", new StringProperty().readOnly().description(""application stacktrace""));
        }

        return new RefProperty(ref);
    }",Código em Conformidade,"```java
protected RefProperty registerErrorModel(Swagger swagger) {
    String ref = Error.class.getSimpleName();
    if (swagger.getDefinitions() != null && swagger.getDefinitions().containsKey(ref)) {
        return new RefProperty(ref);
    }

    ModelImpl model = new ModelImpl();
    swagger.addDefinition(ref, model);

    model.setDescription(""an error message"");

    model.addProperty(""statusCode"", new IntegerProperty().readOnly().description(""http status code""));
    model.addProperty(""statusMessage"", new StringProperty().readOnly().description(""description of the http status code""));
    model.addProperty(""requestMethod"", new StringProperty().readOnly().description(""http request method""));
    model.addProperty(""requestUri"", new StringProperty().readOnly().description(""http request path""));
    model.addProperty(""message"", new StringProperty().readOnly().description(""application message""));

    if (settings.isDev()) {
        model.addProperty(""stacktrace"", new StringProperty().readOnly().description(""application stacktrace""));
    }

    return new RefProperty(ref);
}
```"
Java,convert a date string into yyyymmdd,"	private static Date toDate(String dateString) {
		try {
			return new SimpleDateFormat(LOCAL_TREND_DATE_FORMAT).parse(dateString);
		} catch (ParseException e) {
			return null;
		}
	}",Código em Conformidade,"```java
private static String toDate(String dateString) {
    try {
        Date date = new SimpleDateFormat(""yyyy-MM-dd"").parse(dateString);
        return new SimpleDateFormat(""yyyyMMdd"").format(date);
    } catch (ParseException e) {
        return null;
    }
}
```"
Java,how to get current date,,Código em Conformidade,"```java
import java.time.LocalDate;

LocalDate currentDate = LocalDate.now();
System.out.println(currentDate);
```"
Java,encrypt aes ctr mode,"    private byte[] encrypt(byte[] secretKey, String data) throws InvalidKeyException {
        byte[] encryptedData = null;
        try {
            // Encrypt data using the secret key
            Cipher aescf = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
            IvParameterSpec ivspec = new IvParameterSpec(new byte[16]);
            aescf.init(Cipher.ENCRYPT_MODE,
                    new SecretKeySpec(secretKey, ""AES""), ivspec);
            encryptedData = aescf.doFinal(data.getBytes(UTF8));
        } catch (Exception e) {
            LOG.log(Level.SEVERE, ""Exception encrypting data"", e);
        }
        return encryptedData;
    }",Código em Conformidade,"```java
private byte[] encrypt(byte[] secretKey, String data) throws InvalidKeyException {
    byte[] encryptedData = null;
    try {
        Cipher aescf = Cipher.getInstance(""AES/CTR/NoPadding"");
        IvParameterSpec ivspec = new IvParameterSpec(new byte[16]);
        aescf.init(Cipher.ENCRYPT_MODE,
                new SecretKeySpec(secretKey, ""AES""), ivspec);
        encryptedData = aescf.doFinal(data.getBytes(StandardCharsets.UTF_8));
    } catch (Exception e) {
        LOG.log(Level.SEVERE, ""Exception encrypting data"", e);
    }
    return encryptedData;
}
```"
Java,export to excel,"    public void exportObjects2Excel(List<?> data, Class clazz, boolean isWriteHeader,
                                    String sheetName, boolean isXSSF, String targetPath)
            throws Excel4JException, IOException {

        try (FileOutputStream fos = new FileOutputStream(targetPath);
             Workbook workbook = exportExcelNoTemplateHandler(data, clazz, isWriteHeader, sheetName, isXSSF)) {
            workbook.write(fos);
        }
    }",Bug Crítico,"```java
public void exportObjects2Excel(List<?> data, Class clazz, boolean isWriteHeader,
                                String sheetName, boolean isXSSF, String targetPath)
        throws Excel4JException, IOException {
    if(data == null || clazz == null || sheetName == null || targetPath == null) {
        throw new IllegalArgumentException(""Os argumentos não podem ser nulos"");
    }

    try (FileOutputStream fos = new FileOutputStream(targetPath);
         Workbook workbook = exportExcelNoTemplateHandler(data, clazz, isWriteHeader, sheetName, isXSSF)) {
        workbook.write(fos);
    }
}
```"
Java,concatenate several file remove header lines,"    private List<String> fileToLines(File file) throws IOException {
        final List<String> lines = new ArrayList<String>();
        String line;
        final BufferedReader in = new BufferedReader(new FileReader(file));
        while ((line = in.readLine()) != null) {
            lines.add(line);
        }

        return lines;
    }",Código em Conformidade,"```java
private List<String> fileToLines(File file) throws IOException {
    final List<String> lines = new ArrayList<>();
    String line;
    final BufferedReader in = new BufferedReader(new FileReader(file));
    boolean isHeaderLine = true;
    while ((line = in.readLine()) != null) {
        if (isHeaderLine) {
            isHeaderLine = false;
            continue;
        }
        lines.add(line);
    }

    return lines;
}
```"
Java,output to html file,"    public File getOutputHtmlFile() {
        File outFile = new File(
                this.getOutputDirectory() + File.separator + this.getOutputName()
                + ""-"" + this.reportSuffix() + "".html"");
        return outFile;
    }",Código em Conformidade,"```java
public File getOutputHtmlFile() {
    File outFile = new File(
            this.getOutputDirectory() + File.separator + this.getOutputName()
            + ""-"" + this.reportSuffix() + "".html"");
    return outFile;
}
```"
Java,html entities replace,"    private static String removeHtmlMarkup(String html) {
        // replace any amount of white space with newline between through one
        // space
        html = html.replaceAll(""\\s*[\\n]+\\s*"", "" "");
        // remove all valid html tags
        html = html.replaceAll(""<[a-zA-Z]+>"", ""\n"");
        html = html.replaceAll(""</[a-zA-Z]+>"", """");
        // convert some of the entities which are used in current FB
        // messages.xml
        html = html.replaceAll(""&nbsp;"", """");
        html = html.replaceAll(""&lt;"", ""<"");
        html = html.replaceAll(""&gt;"", "">"");
        html = html.replaceAll(""&amp;"", ""&"");
        return html.trim();
    }",Código em Conformidade,"```java
private static String removeHtmlMarkup(String html) {
    html = html.replaceAll(""&nbsp;"", "" "");
    html = html.replaceAll(""&lt;"", ""<"");
    html = html.replaceAll(""&gt;"", "">"");
    html = html.replaceAll(""&amp;"", ""&"");
    html = html.replaceAll(""<br\\s*/?>"", ""\n"");
    html = html.replaceAll(""<p>"", ""\n"");
    html = html.replaceAll(""<[^>]+>"", """");
    return html.trim();
}
```"
Java,how to make the checkbox checked,"	public static CheckBox newCheckBox(final String id, final IModel<Boolean> model)
	{
		final CheckBox checkBox = new CheckBox(id, model);
		checkBox.setOutputMarkupId(true);
		return checkBox;
	}",Código em Conformidade,"```java
public static CheckBox newCheckBox(final String id, final IModel<Boolean> model)
{
    final CheckBox checkBox = new CheckBox(id, new IModel<Boolean>() {
        @Override
        public Boolean getObject() {
            return true;
        }
    });
    checkBox.setOutputMarkupId(true);
    return checkBox;
}
```

```java
public static CheckBox newCheckBox(final String id, final IModel<Boolean> model)
{
    final CheckBox checkBox = new CheckBox(id, new IModel<Boolean>() {
        @Override
        public Boolean getObject() {
            return model.getObject() == null ? true : model.getObject();
        }
    });
    checkBox.setOutputMarkupId(true);
    return checkBox;
}
```"
