Language,Comment,SourceCode
Java,convert json to csv,"    private String listToCSV(List<String> list) {
        String csvStr = """";
        for (String item : list) {
            csvStr += "","" + item;
        }

        return csvStr.length() > 1 ? csvStr.substring(1) : csvStr;
    }"
Java,nelder mead optimize,"  @Override
  public void exitStandardFileOptionOptimizeFor(final StandardFileOptionOptimizeForContext ctx) {
    verifyOptionNameUnique(""optimizeFor"", ctx.getStart());
    scopes.getFileOptions().setOptimizeFor(OptimizeMode.valueOf(ctx.optimizeMode().getText()));
  }"
Java,how to get database table name,"    private void createTable(String database, String table)
    {
        while (true) {
            try {
                client.createTable(database, table);
                LOG.info(""Created table. database={}, table={}"", database, table);
                return;
            }
            catch (TDClientHttpException e) {
                switch (e.getStatusCode()) {
                    case 409:
                        LOG.info(""The table already exists. database={}, table={}"", database, table);
                        return;
                    case 401:
                    case 403:
                        throw new NonRetryableException(
                                String.format(""Failed to create table. database=%s, table=%s"", database, table), e);
                    case 404:
                        createDatabase(database);
                        // Retry to create the table
                        break;
                    default:
                        throw new RetryableException(
                                String.format(""Failed to create table. database=%s, table=%s"", database, table), e);
                }
            }
            catch (NonRetryableException e) {
                throw e;
            }
            catch (Throwable e) {
                throw new RetryableException(
                        String.format(""Failed to create table. database=%s, table=%s"", database, table), e);
            }
        }
    }"
Java,set file attrib hidden,"  public String fixPropertyName(String name) {
    if (""float"".equalsIgnoreCase(name)) {
      return ""cssFloat"";
    } else if (""for"".equalsIgnoreCase(name)) {
      return ""htmlFor"";
    }
    return JsUtils.camelize(name);
  }"
Java,save list to file,"    public void save(File file) throws IOException {
        try (FileOutputStream out = new FileOutputStream(file)) {
            save(out);
        }
    }"
Java,binomial distribution,"    public static double binomial(int k, double p, int n) {
        if(k<0 ||  p<0 || n<1) {
            throw new IllegalArgumentException(""All the parameters must be positive and n larger than 1."");
        }
        
        k = Math.min(k, n); 
        
        /*
        //Slow and can't handle large numbers
        $probability=StatsUtilities::combination($n,$k)*pow($p,$k)*pow(1-$p,$n-$k);
        */

        //fast and can handle large numbers
        //Cdf(k)-Cdf(k-1)
        double probability = approxBinomialCdf(k,p,n); 
        if(k>0) {
            probability -= approxBinomialCdf(k-1,p,n);
        }
        
        return probability;
    }"
Java,get current ip address,"    @Override
    public String getName()
    {
        try {
            if (this.ipAddress.length != 8 && this.ipAddress.length != 32) {
                return getIpAddress().getHostAddress();
            }
            return getIpAddress().getHostAddress() + ""/"" + getIpMask().getHostAddress();
        } catch (UnknownHostException e) {
            return Arrays.toString(this.ipAddress);
        }
    }"
Java,readonly array,"	protected void readOnlyUpdated() {
		boolean localReadOnly = isReadOnly();
		if (hasChanged(oldReadOnly, localReadOnly)) {
			oldReadOnly = localReadOnly;
			firePropertyChange(READONLY_PROPERTY, !localReadOnly, localReadOnly);
		}
	}"
Java,sort string list,"    private List decodeSort(String value) {
        ArrayList sorts = new ArrayList();

        String[] nameAndSorts = value.split(DELIM_GRID_NAME);
        if(nameAndSorts.length != 2)
            return null;

        String namespace = nameAndSorts[0];
        String[] sortStrings = nameAndSorts[1].split(DELIM_SORT_TERM);

        // find the list of sorted columns
        // two columns of the bugs grid would be sorted as:
        //
        // netui_sort=bugs~id,-priority
        for(int i = 0; i < sortStrings.length; i++) {
            String sort = sortStrings[i];
            SortDirection sortDirection = SortDirection.NONE;
            if(sort.startsWith(""-""))
                sortDirection = SortDirection.DESCENDING;
            else
                sortDirection = SortDirection.ASCENDING;
            String sortExpression = (sortDirection == SortDirection.DESCENDING ? sort.substring(1) : sort);
            Sort gridSort = _config.createSort();
            gridSort.setSortExpression(sortExpression);
            gridSort.setDirection(sortDirection);
            sorts.add(gridSort);
        }

        return sorts;
    }"
Java,socket recv timeout,"  private void setSocketTimeout(int millis) throws PSQLException {
    try {
      Socket s = pgStream.getSocket();
      if (!s.isClosed()) { // Is this check required?
        pgStream.getSocket().setSoTimeout(millis);
      }
    } catch (SocketException e) {
      throw new PSQLException(GT.tr(""An error occurred while trying to reset the socket timeout.""),
        PSQLState.CONNECTION_FAILURE, e);
    }
  }"
Java,how to read the contents of a .gz compressed file?,"    private static String invertFilename(File file, String compression) {
        // first invert the filename
        String[] name = StringUtils.split(file.getName(), '.');
        if (name.length < 2)
            return null;
        String extension = name[name.length - 1];
        boolean compressed = false;
        if (extension.equalsIgnoreCase(""gz"")) {
            extension = name[name.length - 2];
            compressed = true;
        }
        StringBuilder result = new StringBuilder();
        for (int i = 0; i < (compressed ? name.length - 2 : name.length - 1); i++)
            result.append(name[i]).append(""."");
        result.append(extension.equalsIgnoreCase(""xml"") ? ""txt"" : ""xml"");
        if (compressed)
            result.append("".gz"");

        // then update the extension using the requested compression
        String newName = result.toString();
        if (""gz"".equals(compression)) {
            if (newName.endsWith("".xz""))
                newName = newName.replace("".xz"", """");
            if (!newName.endsWith("".gz""))
                newName = newName + "".gz"";
        }
        else if (""xz"".equals(compression)) {
            if (newName.endsWith("".gz""))
                newName = newName.replace("".gz"", """");
            if (!newName.endsWith("".xz""))
                newName = newName + "".xz"";
        }
        else if (""none"".equals(compression)) {
            if (newName.endsWith("".gz""))
                newName = newName.replace("".gz"", """");
            else if (newName.endsWith("".xz""))
                newName = newName.replace("".xz"", """");
        }

        return new File(file.getParentFile(), newName).getName();
    }"
Java,confusion matrix,"  protected void printGeneralConfusionTable() {
    printHeader(""Confusion matrix"");

    SortedSet<String> labels = getConfusionMatrixTagset();

    double[][] confusionMatrix = getConfusionMatrix();

    printStream.append(""\nTags with 100% accuracy: "");
    int line = 0;
    for (String label : labels) {
      if (confusionMatrix[line][confusionMatrix[0].length - 1] == 1) {
        printStream.append(label).append("" ("")
            .append(Integer.toString((int) confusionMatrix[line][line]))
            .append("") "");
      }
      line++;
    }

    printStream.append(""\n\n"");

    printStream.append(matrixToString(labels, confusionMatrix, true));

    printFooter(""Confusion matrix"");
  }"
Java,set file attrib hidden,"    public void setMeterCritical( long meterCritical ) {
        settings.put( getSettingPath( DisplayerAttributeDef.METER_CRITICAL ), Long.toString( meterCritical ) );
    }"
Java,randomly extract x items from a list,"	@SuppressWarnings(""unchecked"")
	public static <T> List<T> range(Iterable<T> items, int from, int to) {
		U.must(from <= to, ""'from' (%s) must be <= 'to' (%s)!"", from, to);

		if (from == to) {
			return Collections.emptyList();
		}

		if (items instanceof Results) {
			Results results = (Results) items;
			return results.page(from, to - from);
		}

		List<?> list = (items instanceof List<?>) ? (List<?>) items : U.list(items);

		from = Math.min(from, list.size());
		to = Math.min(to, list.size());

		return U.cast(list.subList(from, to));
	}"
Java,k means clustering,"  @Override
  public Clustering<MeanModel> run(Database database, Relation<V> relation) {
    // Database objects to process
    final DBIDs ids = relation.getDBIDs();
    // Choose initial means
    double[][] means = initializer.chooseInitialMeans(database, relation, k, getDistanceFunction());
    // Setup cluster assignment store
    List<ModifiableDBIDs> clusters = new ArrayList<>();
    for(int i = 0; i < k; i++) {
      clusters.add(DBIDUtil.newHashSet(relation.size() / k + 2));
    }

    // Meta data storage
    final WritableDataStore<Meta> metas = initializeMeta(relation, means);
    // Perform the initial assignment
    ArrayModifiableDBIDs tids = initialAssignment(clusters, metas, ids);
    // Recompute the means after the initial assignment
    means = means(clusters, means, relation);
    // Refine the result via k-means like iterations
    means = refineResult(relation, means, clusters, metas, tids);

    // Wrap result
    Clustering<MeanModel> result = new Clustering<>(""k-Means Samesize Clustering"", ""kmeans-samesize-clustering"");
    for(int i = 0; i < clusters.size(); i++) {
      result.addToplevelCluster(new Cluster<>(clusters.get(i), new MeanModel(means[i])));
    }
    return result;
  }"
Java,read properties file,"	private void readPropertyFile()
	{
		java.util.Properties props = new java.util.Properties();
	    try
	    {
	        File propertyFile = new File(propertyFilePath + File.separator + PROPERTYFILENAME);
	        if (propertyFile.exists())
	        {
	        	java.io.FileInputStream fis = null;
	        	try
	        	{
			    	fis = new java.io.FileInputStream(propertyFile);
			        props.load(fis);
	        	}
	        	finally
	        	{
	        		if (fis!=null) try { fis.close(); } catch (IOException ex) { Log.error(""IGNORED"", ex); }
	        	}
	        }

	        searchPath = props.getProperty(PROPERTY_SEARCHPATH, Helpers.HOMEDIR);
			exportPath = props.getProperty(PROPERTY_EXPORTPATH, Helpers.HOMEDIR);
			uiClassName = props.getProperty(PROPERTY_LOOKANDFEEL, javax.swing.UIManager.getSystemLookAndFeelClassName());
			useSystemTray = Boolean.parseBoolean(props.getProperty(PROPERTY_SYSTEMTRAY, ""FALSE""));
			currentVolume = Float.parseFloat(props.getProperty(PROPERTY_VOLUME_VALUE, ""1.0""));
			currentBalance = Float.parseFloat(props.getProperty(PROPERTY_BALANCE_VALUE, ""0.0""));
			lastLoaded = new ArrayList<URL>(PROPERTY_LASTLOADED_MAXENTRIES);
			for (int i=0; i<PROPERTY_LASTLOADED_MAXENTRIES; i++)
			{
				String url = props.getProperty(PROPERTY_LASTLOADED+'.'+i, null);
				if (url!=null) lastLoaded.add(new URL(url)); else lastLoaded.add(null);
			}
			setDSPEnabled(Boolean.parseBoolean(props.getProperty(PROPERTY_EFFECTS_PASSTHROUGH, ""FALSE"")));
			mainDialogLocation = Helpers.getPointFromString(props.getProperty(PROPERTY_MAINDIALOG_POS, ""-1x-1""));
			mainDialogSize = Helpers.getDimensionFromString(props.getProperty(PROPERTY_MAINDIALOG_SIZE, ""320x410""));
			playerSetUpDialogLocation = Helpers.getPointFromString(props.getProperty(PROPERTY_SETUPDIALOG_POS, ""-1x-1""));
			playerSetUpDialogSize = Helpers.getDimensionFromString(props.getProperty(PROPERTY_SETUPDIALOG_SIZE, ""720x230""));
			playerSetUpDialogVisable = Boolean.parseBoolean(props.getProperty(PROPERTY_SETUPDIALOG_VISABLE, ""false""));
			modInfoDialogLocation = Helpers.getPointFromString(props.getProperty(PROPERTY_PROPERTIESDIALOG_POS, ""-1x-1""));
			modInfoDialogSize = Helpers.getDimensionFromString(props.getProperty(PROPERTY_PROPERTIESDIALOG_SIZE, ""520x630""));
			modInfoDialogVisable = Boolean.parseBoolean(props.getProperty(PROPERTY_PROPERTIESDIALOG_VISABLE, ""false""));
			playlistDialogLocation = Helpers.getPointFromString(props.getProperty(PROPERTY_PLAYLISTDIALOG_POS, ""-1x-1""));
			playlistDialogSize = Helpers.getDimensionFromString(props.getProperty(PROPERTY_PLAYLISTDIALOG_SIZE, ""400x400""));
			playlistDialogVisable = Boolean.parseBoolean(props.getProperty(PROPERTY_PLAYLIST_VISABLE, ""false""));
			effectsDialogLocation = Helpers.getPointFromString(props.getProperty(PROPERTY_EFFECTDIALOG_POS, ""-1x-1""));
			effectsDialogSize = Helpers.getDimensionFromString(props.getProperty(PROPERTY_EFFECTDIALOG_SIZE, ""560x470""));
			effectDialogVisable = Boolean.parseBoolean(props.getProperty(PROPERTY_EFFECT_VISABLE, ""false""));
			
			if (currentEqualizer!=null)
			{
				boolean isActive = Boolean.parseBoolean(props.getProperty(PROPERTY_EQUALIZER_ISACTIVE, ""FALSE""));
				currentEqualizer.setIsActive(isActive);
				float preAmpValueDB = Float.parseFloat(props.getProperty(PROPERTY_EQUALIZER_PREAMP, ""0.0""));
				currentEqualizer.setPreAmp(preAmpValueDB);
				for (int i=0; i<currentEqualizer.getBandCount(); i++)
				{
					float bandValueDB = Float.parseFloat(props.getProperty(PROPERTY_EQUALIZER_BAND_PREFIX + Integer.toString(i), ""0.0""));
					currentEqualizer.setBand(i, bandValueDB);
				}
			}
			if (currentPitchShift!=null)
			{
				boolean isActive = Boolean.parseBoolean(props.getProperty(PROPERTY_PITCHSHIFT_ISACTIVE, ""FALSE""));
				currentPitchShift.setIsActive(isActive);
				float pitchValue = Float.parseFloat(props.getProperty(PROPERTY_PITCHSHIFT_PITCH, ""1.0""));
				currentPitchShift.setPitchScale(pitchValue);
				float scaleValue = Float.parseFloat(props.getProperty(PROPERTY_PITCHSHIFT_SAMPLESCALE, ""1.0""));
				currentPitchShift.setSampleScale(scaleValue);
				int overSampling = Integer.parseInt(props.getProperty(PROPERTY_PITCHSHIFT_OVERSAMPLING, ""32""));
				currentPitchShift.setFFTOversampling(overSampling);
				int frameSize = Integer.parseInt(props.getProperty(PROPERTY_PITCHSHIFT_FRAMESIZE, ""8192""));
				currentPitchShift.setFFTFrameSize(frameSize);
			}

			MultimediaContainerManager.configureContainer(props);
	    }
	    catch (Throwable ex)
	    {
			Log.error(""[MainForm]"", ex);
	    }
	}"
Java,format date,"	private Date getDateBySupportedDateFormat(String dateStr) {
		
		for(String format : supportedDateFormat) {
			try {
				Date date = TimeUtil.getDateFormatter(format).parse(dateStr);
				return date;
			}catch (Exception e) {
				
			}
		}
		return null;
	}"
Java,pretty print json,"    public static String prettyPrintJson(JsonNode jsonNode) {
        String indented = jsonNode.toString();

        final ObjectMapper objectMapper = new ObjectMapperProvider().get();

        try {
            return objectMapper.writerWithDefaultPrettyPrinter().writeValueAsString(jsonNode);

        } catch (IOException e) {
            /*
             *  Pretty-print logic threw an exception, not a big deal, print the original json then.
             */
            return indented;
        }
    }"
Java,how to determine a string is a valid word,"    private static boolean detectNameWordInSentenceByPosition(final List<Token> _text, final int _pos) {
        boolean isFirstWord = false;
        boolean nextWordIsName = false;
        if (_pos == 0 || !isLetterOrDigit((_text.get(_pos - 1).text.charAt(0)))) {
            isFirstWord = true;
            //noinspection SimplifiableIfStatement
            if (_text.size() > _pos + 1) {
                final String plus1 = _text.get(_pos + 1).text;
                nextWordIsName = (""of"".equalsIgnoreCase(plus1) || ""'s"".equalsIgnoreCase(plus1))
                                 ? ((_text.size() > (_pos + 2)) && isName(_text.get(_pos + 2).text, false, false))
                                 : isName(plus1, false, false);
            }
            else nextWordIsName = false;
        }
        //noinspection UnnecessaryLocalVariable
        final boolean isName = isName(_text.get(_pos).text, isFirstWord, nextWordIsName);

        /*
        String wordType = dict.checkup(Strings.toEngLowerCase(_text.get(_pos));
        if (isFirstWord && !isName && wordType != null && wordType.startsWith(""JJ"")) {
            // if the first word is determined not to be a name but it is an adj.,
            // and if the second word is a name, we consider the first word to be a name as well.
            if (isName(_text.get(_pos + 1), false))
                return true;
        }
        */

        return isName;
    }"
Java,socket recv timeout,"    private static void setTimeout(Socket socket, long timeoutMs) {
        try {
            socket.setSoTimeout((int) timeoutMs);
        } catch (SocketException e) {
            throw new RuntimeException(e);
        }
    }"
Java,parse command line argument,"  @SuppressWarnings(""unchecked"")
  public static Map<String, String> parseCommandLineArguments(String[] args) {
    return (Map)parseCommandLineArguments(args, false);
  }"
Java,copying a file to a path,"	public final void fileCopy(File in, File out) throws IOException {
		assert in != null;
		assert out != null;
		getLog().debug(""Copying file: "" + in.toString() + "" into "" + out.toString()); //$NON-NLS-1$ //$NON-NLS-2$
		try (FileInputStream fis = new FileInputStream(in)) {
			try (FileChannel inChannel = fis.getChannel()) {
				try (FileOutputStream fos = new FileOutputStream(out)) {
					try (FileChannel outChannel = fos.getChannel()) {
						inChannel.transferTo(0, inChannel.size(), outChannel);
					}
				}
			}
		} finally {
			getBuildContext().refresh(out);
		}
	}"
Java,readonly array,"    private Object readNewArray(boolean unshared) throws OptionalDataException,
            ClassNotFoundException, IOException {
        ObjectStreamClass classDesc = readClassDesc();

        if (classDesc == null) {
            throw missingClassDescriptor();
        }

        int newHandle = nextHandle();

        // Array size
        int size = input.readInt();
        Class<?> arrayClass = classDesc.forClass();
        Class<?> componentType = arrayClass.getComponentType();
        Object result = Array.newInstance(componentType, size);

        registerObjectRead(result, newHandle, unshared);

        // Now we have code duplication just because Java is typed. We have to
        // read N elements and assign to array positions, but we must typecast
        // the array first, and also call different methods depending on the
        // elements.
        if (componentType.isPrimitive()) {
            if (componentType == int.class) {
                int[] intArray = (int[]) result;
                for (int i = 0; i < size; i++) {
                    intArray[i] = input.readInt();
                }
            } else if (componentType == byte.class) {
                byte[] byteArray = (byte[]) result;
                input.readFully(byteArray, 0, size);
            } else if (componentType == char.class) {
                char[] charArray = (char[]) result;
                for (int i = 0; i < size; i++) {
                    charArray[i] = input.readChar();
                }
            } else if (componentType == short.class) {
                short[] shortArray = (short[]) result;
                for (int i = 0; i < size; i++) {
                    shortArray[i] = input.readShort();
                }
            } else if (componentType == boolean.class) {
                boolean[] booleanArray = (boolean[]) result;
                for (int i = 0; i < size; i++) {
                    booleanArray[i] = input.readBoolean();
                }
            } else if (componentType == long.class) {
                long[] longArray = (long[]) result;
                for (int i = 0; i < size; i++) {
                    longArray[i] = input.readLong();
                }
            } else if (componentType == float.class) {
                float[] floatArray = (float[]) result;
                for (int i = 0; i < size; i++) {
                    floatArray[i] = input.readFloat();
                }
            } else if (componentType == double.class) {
                double[] doubleArray = (double[]) result;
                for (int i = 0; i < size; i++) {
                    doubleArray[i] = input.readDouble();
                }
            } else {
                throw new ClassNotFoundException(""Wrong base type in "" + classDesc.getName());
            }
        } else {
            // Array of Objects
            Object[] objectArray = (Object[]) result;
            for (int i = 0; i < size; i++) {
                // TODO: This place is the opportunity for enhancement
                //      We can implement writing elements through fast-path,
                //      without setting up the context (see readObject()) for
                //      each element with public API
                objectArray[i] = readObject();
            }
        }
        if (enableResolve) {
            result = resolveObject(result);
            registerObjectRead(result, newHandle, false);
        }
        return result;
    }"
Java,linear regression,"    public static double score(MultiLayerNetwork model, DataSetIterator testSet, RegressionValue regressionValue) {
        RegressionEvaluation eval = model.evaluateRegression(testSet);
        return getScoreFromRegressionEval(eval, regressionValue);
    }"
Java,encode url,"    public static String encodeUrl(String url) {
        try {
            return URLEncoder.encode(url, DEFAULT_ENCODING);
        } catch (UnsupportedEncodingException ignore) {
            return url;
        }
    }"
Java,sending binary data over a serial connection,"    public void sendBinary(@Sensitive ByteBuffer data, OpcodeType type, boolean isLast) throws IOException {

        OpcodeType t = type;

        if (messageWriteState == MessageWriteState.PARTIAL_TEXT_IN_USE) {
            if (tc.isDebugEnabled()) {
                Tr.debug(tc, ""Send while Send outstanding error.  throw IllegalStateException"");
            }
            // another send is outstanding on this connection, as per spec behaivor, need to throw an illegalStateException
            IllegalStateException up = new IllegalStateException();
            throw up;
        }

        if (messageWriteState == MessageWriteState.PARTIAL_NOT_IN_USE) {
            messageWriteState = MessageWriteState.PARTIAL_BINARY_IN_USE;
            if (isLast) {
                t = OpcodeType.BINARY_WHOLE;
            } else {
                t = OpcodeType.BINARY_PARTIAL_FIRST;
            }
        } else {
            if (isLast) {
                t = OpcodeType.BINARY_PARTIAL_LAST;
            } else {
                t = OpcodeType.BINARY_PARTIAL_CONTINUATION;
            }
        }

        try {
            RETURN_STATUS ret = sendBinaryCommon(data, t, false);
            if (ret != RETURN_STATUS.OK) {
                // another write of an IO frame is outstanding on this connection
                IllegalStateException up = new IllegalStateException(""write not allowed.  Most likely cause is that another Write or Close is in progress"");
                throw up;
            }
        } finally {
            if (isLast == true) {
                messageWriteState = MessageWriteState.PARTIAL_NOT_IN_USE;
            }
        }
    }"
Java,parse query string in url,"    public static String stripProtocolAndPort(String url) {
        //workaround to properly parse url. Without schema and available port, URI.create fails to parse
        if (!url.contains(""://"")) {
            url = ""http://"" + url;
        }

        URI uri = URI.create(url);

        String host = uri.getHost();
        String path = uri.getPath();

        String query = uri.getQuery();
        String queryAppend = """";
        if (query != null) {
            queryAppend = ""?"" + query;
        }

        String fragment = uri.getFragment();
        String fragmentAppend = """";
        if (fragment != null) {
            fragmentAppend = ""#"" + fragment;
        }

        return (host == null ? """" : host) + (path == null ? """" : path) + queryAppend + fragmentAppend;
    }"
Java,convert int to bool,"    private static int toInt(Long l) {
        if (l <= Integer.MAX_VALUE) {
            return l.intValue();
        } else {
            return Integer.MAX_VALUE;
        }
    }"
Java,deserialize json,"  @Override
  public ResourceSpecification deserialize(JsonElement json, Type typeOfT,
                                          JsonDeserializationContext context) throws JsonParseException {
    JsonObject jsonObj = json.getAsJsonObject();

    int cores = jsonObj.get(""virtualCores"").getAsInt();
    int memorySize = jsonObj.get(""memoryMB"").getAsInt();

    return new Resources(memorySize, cores);
  }"
Java,parse binary file to custom class,"  public Bioml parse() throws FileParsingException {
    //ClassLoader classLoaderOrig = Thread.currentThread().getContextClassLoader();
    try {

      //String filePath = ""D:\\projects\\GPMDB\\gpm-xml-parser\\GPM32310000038_indented_cropped.xml"";
      //String filePath = ""D:\\projects\\GPMDB\\gpm-xml-parser\\GPM64510013519.xml"";
      Path filePath = Paths.get(this.getPath());
      FileInputStream fis = new FileInputStream(filePath.toFile());
      BufferedInputStream bis = new BufferedInputStream(fis, 1024 * 1024 * 32); // 32 MB buffer

      Class<Bioml> clazz = Bioml.class;

      JAXBContext jaxbContext = JAXBContext.newInstance(clazz);
      Unmarshaller unmarshaller = jaxbContext.createUnmarshaller();
      Object unmarshalled = unmarshaller.unmarshal(bis);

      Bioml bioml = convertJAXBObjectToDomain(clazz, unmarshalled);
      return bioml;

    } catch (JAXBException | FileNotFoundException e) {
      throw new FileParsingException(e);
    } finally {
//            Thread.currentThread().setContextClassLoader(classLoaderOrig);
    }
  }"
Java,html entities replace,"    public static String call(PageContext pc, String html) {
	return ""<pre>"" + HTMLEntities.escapeHTML(html, HTMLEntities.HTMLV40) + ""</pre>"";
    }"
Java,normal distribution,"    public static TimeGenerator newTimeGenerator(Map<String, Object> data) {
        String distribution = (String) data.get(SimulationConstants.DISTRIBUTION_TYPE);
         if (""random"".equalsIgnoreCase(distribution)) {
            return new RandomTimeGenerator(data);
        } else if (""uniform"".equalsIgnoreCase(distribution)) {
            return new UniformTimeGenerator(data);
        } else if (""normal"".equalsIgnoreCase(distribution)) {
            return new NormalTimeGenerator(data);
        } else if (""poisson"".equalsIgnoreCase(distribution)) {
            return new PoissonTimeGenerator(data);
        } else if (""exact"".equalsIgnoreCase(distribution)) {
            return new ExactTimeGenerator(data);
        } else {
            throw new RuntimeException(""Unsupported distribution type "" + distribution);
        }
    }"
Java,copying a file to a path,"  @Nonnull
  private static ESuccess _copyFileViaChannel (@Nonnull final File aSrcFile, @Nonnull final File aDestFile)
  {
    final FileChannel aSrcChannel = FileChannelHelper.getFileReadChannel (aSrcFile);
    if (aSrcChannel == null)
      return ESuccess.FAILURE;

    try
    {
      final FileChannel aDstChannel = FileChannelHelper.getFileWriteChannel (aDestFile, EAppend.TRUNCATE);
      if (aDstChannel == null)
        return ESuccess.FAILURE;

      try
      {
        FileLock aSrcLock = null;
        FileLock aDestLock = null;
        try
        {
          final long nBytesToRead = aSrcChannel.size ();

          // Shared read lock and exclusive write lock
          aSrcLock = aSrcChannel.lock (0, nBytesToRead, true);
          aDestLock = aDstChannel.lock ();

          // Main copying - the loop version is much quicker than then
          // transferTo with full size!
          long nBytesWritten = 0;
          final long nChunkSize = 1L * CGlobal.BYTES_PER_MEGABYTE;
          while (nBytesWritten < nBytesToRead)
            nBytesWritten += aSrcChannel.transferTo (nBytesWritten, nChunkSize, aDstChannel);

          if (nBytesToRead != nBytesWritten)
          {
            if (LOGGER.isErrorEnabled ())
              LOGGER.error (""Failed to copy file. Meant to read "" + nBytesToRead + "" bytes but wrote "" + nBytesWritten);
            return ESuccess.FAILURE;
          }
          return ESuccess.SUCCESS;
        }
        catch (final IOException ex)
        {
          throw new IllegalStateException (""Failed to copy from "" + aSrcFile + "" to "" + aDestFile, ex);
        }
        finally
        {
          // Unlock
          ChannelHelper.release (aDestLock);
          ChannelHelper.release (aSrcLock);
        }
      }
      finally
      {
        ChannelHelper.close (aDstChannel);
      }
    }
    finally
    {
      ChannelHelper.close (aSrcChannel);
    }
  }"
Java,custom http error response,"    public static void readErrorResponse(URLConnection c)
    {
        if (c == null)
        {
            return;
        }
        InputStream in = null;
        try
        {
            int error = ((HttpURLConnection) c).getResponseCode();
            in = ((HttpURLConnection) c).getErrorStream();
            if (in == null)
            {
                return;
            }
            LOG.warn(""HTTP error response: "" + ((HttpURLConnection) c).getResponseMessage());
            // read the response body
            ByteArrayOutputStream out = new ByteArrayOutputStream(1024);
            int count;
            byte[] bytes = new byte[8192];
            while ((count = in.read(bytes)) != -1)
            {
                out.write(bytes, 0, count);
            }
            LOG.warn(""HTTP error Code:  "" + error);
        }
        catch (ConnectException e)
        {
            LOG.error(""Connection exception trying to read HTTP error response"", e);
        }
        catch (IOException e)
        {
            LOG.error(""IO Exception trying to read HTTP error response"", e);
        }
        catch (Exception e)
        {
            LOG.error(""Exception trying to read HTTP error response"", e);
        }
        finally
        {
            IOUtilities.close(in);
        }
    }"
Java,replace in file,"    public boolean replaceStringsInFile(String filePath, Map<String, String> replaceValues) {
        return replaceStringsInFile(filePath, replaceValues, null);
    }"
Java,convert string to number,"	public Object doConvert(ConversionContext context, Object sourceObject, TypeReference<?> destinationType) throws ConverterException {
		if (sourceObject == null) {
			if (destinationType.isPrimitive()) {
				throw new ConverterException(""Cannot convert null to a primitive number"");
			}
			return null;
		}

		String sourceString = (String) sourceObject;

		ParsePosition pos = new ParsePosition(0);
		Number number;
		synchronized(this) {
			number = numberFormat.parse(sourceString, pos);
		}
		if (pos.getIndex() < sourceString.length()) {
			number = null;
		}

		if (number == null) {
			throw new ConverterException(MessageFormat.format(
					""Could not convert ''{0}'' to a number"", sourceString));
		}

		return numberToNumberConverter.convert(context, number, destinationType);
	}"
Java,sending binary data over a serial connection,"    public void sendOneWay(MessageOut message, int id, InetAddress to)
    {
        if (logger.isTraceEnabled())
            logger.trace(FBUtilities.getBroadcastAddress() + "" sending "" + message.verb + "" to "" + id + ""@"" + to);

        if (to.equals(FBUtilities.getBroadcastAddress()))
            logger.trace(""Message-to-self {} going over MessagingService"", message);

        // message sinks are a testing hook
        MessageOut processedMessage = SinkManager.processOutboundMessage(message, id, to);
        if (processedMessage == null)
        {
            return;
        }

        // get pooled connection (really, connection queue)
        OutboundTcpConnection connection = getConnection(to, processedMessage);

        // write it
        connection.enqueue(processedMessage, id);
    }"
Java,postgresql connection,"  private static long toJavaSecs(long secs) {
    // postgres epoc to java epoc
    secs += 946684800L;

    // Julian/Gregorian calendar cutoff point
    if (secs < -12219292800L) { // October 4, 1582 -> October 15, 1582
      secs += 86400 * 10;
      if (secs < -14825808000L) { // 1500-02-28 -> 1500-03-01
        int extraLeaps = (int) ((secs + 14825808000L) / 3155760000L);
        extraLeaps--;
        extraLeaps -= extraLeaps / 4;
        secs += extraLeaps * 86400L;
      }
    }
    return secs;
  }"
Java,get inner html,"    public static String stripHtml(String html) {

        if (html == null) {
            return null;
        }
        Element el = DOM.createDiv();
        el.setInnerHTML(html);
        return el.getInnerText();
    }"
Java,convert a utc time to epoch,"	public static DateTime epoch() {
		 MutableDateTime epoch = new MutableDateTime();
		 
	     epoch.setDate(0); 
	     epoch.setTime(0);
	        
	     return epoch.toDateTime();
	}"
Java,print model summary,"    protected void printResultSummary(ResultsSummary s, List<FeatureToken> featuresList) {
        new FailureSummaryWriter().printFailureSummary(featuresList, this::printMessage);
        new ResultSummaryWriter().printResultSummary(s, this::printMessage);
    }"
Java,parse query string in url,"    private String appendQueryString(String url, Map<String, Object> query) {
        if(query != null && query.size() > 0) {
            String queryString = this.queryAsString(query);
            return String.format(""%s?%s"", url, queryString);
        } else {
            return url;
        }
    }"
Java,extract data from html content,"	private String extractHTMLRobots(MetaData m) {
		JSONArray metas = JSONUtils.extractArray(m, ""Envelope.Payload-Metadata.HTTP-Response-Metadata.HTML-Metadata.Head.Metas"");
		if(metas != null) {
			int count = metas.length();
			for(int i = 0; i < count; i++) {
				JSONObject meta = metas.optJSONObject(i);
				if(meta != null) {
					String name = scanHeadersLC(meta, ""name"", null);
					if(name != null) {
						if(name.toLowerCase().equals(""robots"")) {
							// alright - some robot instructions:
							String content = scanHeadersLC(meta, ""content"", null);
							if(content != null) {
								return parseRobotInstructions(content);
							}
						}
					}
				}
			}
		}
		return ""-"";
	}"
